timestamp_group,LIC_22311020,LIC_22311020.ES,LIC_22311020.MV,LIC_22311020.SV,PX_22311020.C1,PX_22311020.C2,PX_22311020.DEVPOS,PX_22311020.DIFF,PX_22311020.OUT,PX_22311020.PRESS,PX_22311020.RB,PX_22311020.TEMP,target
2015-10-16 00:33:04.085006,59.8905239,1.0,36.194021225,60.0,,,,,,,,,1.0
2015-10-16 01:04:58.759002,60.1688347,1.0,34.76653675,60.0,,,,,,,,,1.0
2015-10-16 01:51:02.723007,61.2013435,1.0,37.235124625,60.0,,,,,,,,,1.0
2015-10-16 02:24:46.216003,59.2793541,1.0,39.7037125,60.0,,,,,,,,,1.0
2015-10-16 03:30:04.888000,59.65748086666667,1.0,37.865046250000006,60.0,,,,,,,,,1.0
2015-10-16 04:22:10.563003,60.035607633333335,1.0,36.02638,60.0,,,,,,,,,1.0
2015-10-16 04:52:51.466003,60.4137344,1.0,38.0953827,60.0,,,,,,,,,1.0
2015-10-16 05:45:20.978012,59.84757,1.0,37.699323033333336,60.0,,,,,,,,,1.0
2015-10-16 06:27:05.690002,60.1224964,1.0,37.30326336666666,60.0,,,,,,,,,1.0
2015-10-16 06:57:21.935012,60.3974228,1.0,36.9072037,60.0,,,,,,,,,1.0
2015-10-16 08:32:27.902008,59.539463,1.0,35.77955503333333,60.0,,,,,,,,,1.0
2015-10-16 09:24:06.206008,59.63050966666667,1.0,34.651906366666665,60.0,,,,,,,,,1.0
2015-10-16 09:55:03.173004,59.72155633333333,1.0,33.5242577,60.0,,,,,,,,,1.0
2015-10-16 11:28:32.269012,59.812603,1.0,35.630811699999995,60.0,,,,,,,,,1.0
2015-10-16 12:09:02.123001,60.34115165,1.0,37.7373657,60.0,,,,,,,,,1.0
2015-10-16 12:43:46.558013,60.283929375,1.0,35.1511327,60.0,,,,,,,,,1.0
2015-10-16 13:20:07.343002,60.2267071,1.0,33.76911455,60.0,,,,,,,,,1.0
2015-10-16 13:53:51.664001,60.169484825,1.0,32.3870964,60.0,,,,,,,,,1.0
2015-10-16 15:18:07.911010,60.112262550000004,1.0,32.48254015,60.0,,,,,,,,,1.0
2015-10-16 15:57:17.144012,60.055040275,1.0,32.5779839,60.0,,,,,,,,,1.0
2015-10-16 16:35:49.804016,59.997818,1.0,33.49749695,60.0,,,,,,,,,1.0
2015-10-16 17:30:20.953002,59.938324,1.0,34.41701,60.0,,,,,,,,,1.0
2015-10-16 18:16:08.412002,60.108320250000006,1.0,33.989547099999996,60.0,,,,,,,,,1.0
2015-10-16 18:46:30.235000,60.2783165,1.0,33.5620842,60.0,,,,,,,,,1.0
2015-10-16 19:42:52.981002,60.3142624,1.0,36.0848427,60.0,,,,,,,,,1.0
2015-10-16 21:13:09.214004,59.930397,1.0,35.93945313333334,60.0,,,,,,,,,1.0
2015-10-16 22:12:09.548004,60.1952477,1.0,35.794063566666665,60.0,,,,,,,,,1.0
2015-10-16 22:44:11.910003,59.94249155,1.0,35.648674,60.0,,,,,,,,,1.0
2015-10-17 00:10:10.116012,59.6897354,1.0,32.5540174,60.0,,,,,,,,,1.0
2015-10-17 01:09:10.351013,60.60381,1.0,34.457130033333335,60.0,,,,,,,,,1.0
2015-10-17 01:48:17.553009,59.9917374,1.0,36.360242666666664,60.0,,,,,,,,,1.0
2015-10-17 03:08:10.605010,60.5553131,1.0,38.2633553,60.0,,,,,,,,,1.0
2015-10-17 03:43:55.997009,60.3168068,1.0,37.422409099999996,60.0,,,,,,,,,1.0
2015-10-17 05:26:07.361999,60.0810509,1.0,36.5814629,60.0,,,,,,,,,1.0
2015-10-17 06:04:04.466003,59.845295,1.0,37.1084,60.0,,,,,,,,,1.0
2015-10-17 07:04:11.742004,60.1286425,1.0,38.099793250000005,60.0,,,,,,,,,1.0
2015-10-17 08:00:12.746002,60.41199,1.0,39.0911865,60.0,,,,,,,,,1.0
2015-10-17 08:39:41.752014,60.35089163333333,1.0,36.53867,60.0,,,,,,,,,1.0
2015-10-17 09:11:13.362014,60.28979326666667,1.0,37.82254315,60.0,,,,,,,,,1.0
2015-10-17 09:53:29.139007,60.2286949,1.0,38.0334321,60.0,,,,,,,,,1.0
2015-10-17 10:45:58.457000,60.10076,1.0,38.24432105,60.0,,,,,,,,,1.0
2015-10-17 11:53:56.538009,60.17372,1.0,38.45521,60.0,,,,,,,,,1.0
2015-10-17 12:32:59.445007,60.1591377,1.0,38.842828874999995,60.0,,,,,,,,,1.0
2015-10-17 13:23:57.732009,60.071659999999994,1.0,39.230447749999996,60.0,,,,,,,,,1.0
2015-10-17 14:53:02.960006,60.23131,1.0,38.3609924,60.0,,,,,,,,,1.0
2015-10-17 15:56:13.936004,60.043423700000005,1.0,39.5641212,60.0,,,,,,,,,1.0
2015-10-17 17:50:43.381011,59.8555374,1.0,40.76725,60.0,,,,,,,,,1.0
2015-10-17 18:53:14.739013,60.034688700000004,1.0,39.65324403333333,60.0,,,,,,,,,1.0
2015-10-17 19:36:02.393005,60.21384,1.0,38.53923806666667,60.0,,,,,,,,,1.0
2015-10-17 20:36:43.773010,59.9652252,1.0,37.4252321,60.0,,,,,,,,,1.0
2015-10-17 21:30:59.620010,60.50941,1.0,38.30515302,60.0,,,,,,,,,1.0
2015-10-17 22:30:35.081008,59.6511536,1.0,39.18507394,60.0,,,,,,,,,1.0
2015-10-17 23:30:20.615005,60.10083,1.0,40.06499486,60.0,,,,,,,,,1.0
2015-10-18 00:29:51.123001,60.0164642,1.0,40.94491578,60.0,,,,,,,,,1.0
2015-10-18 01:29:36.564010,60.2576561,1.0,41.8248367,60.0,,,,,,,,,1.0
2015-10-18 02:22:31.305007,59.64906,1.0,41.902851133333336,60.0,,,,,,,,,1.0
2015-10-18 03:22:16.626007,60.3600159,1.0,41.980865566666665,60.0,,,,,,,,,1.0
2015-10-18 04:10:22.755004,60.301126925,1.0,42.05888,60.0,,,,,,,,,1.0
2015-10-18 04:43:17.182006,60.24223795,1.0,40.276652425,60.0,,,,,,,,,1.0
2015-10-18 05:38:01.906005,60.183348975,1.0,38.49442485,60.0,,,,,,,,,1.0
2015-10-18 06:12:20.940002,60.12446,1.0,39.283011475,60.0,,,,,,,,,1.0
2015-10-18 07:21:54.847000,60.03203,1.0,40.0715981,60.0,,,,,,,,,1.0
2015-10-18 08:11:26.700012,59.9396,1.0,39.29730225,60.0,,,,,,,,,1.0
2015-10-18 08:46:16.104003,59.91644333333333,1.0,38.5230064,60.0,,,,,,,,,1.0
2015-10-18 09:28:52.163009,59.89328666666667,1.0,37.57724,60.0,,,,,,,,,1.0
2015-10-18 10:10:42.586013,59.87013,1.0,38.73197365,60.0,,,,,,,,,1.0
2015-10-18 10:46:12.586013,60.536438,1.0,39.8867073,60.0,,,,,,,,,1.0
2015-10-18 11:28:33.394012,60.320425424999996,1.0,39.750527899999994,60.0,,,,,,,,,1.0
2015-10-18 12:00:20.324005,60.10441285,1.0,40.2896729,60.0,,,,,,,,,1.0
2015-10-18 12:58:44.696014,60.08663993333334,1.0,37.6829224,60.0,,,,,,,,,1.0
2015-10-18 13:35:19.357009,60.068867016666665,1.0,38.730937775,60.0,,,,,,,,,1.0
2015-10-18 14:19:43.242004,60.0510941,1.0,39.77895315,60.0,,,,,,,,,1.0
2015-10-18 15:21:20.379013,59.9316254,1.0,39.201389125,60.0,,,,,,,,,1.0
2015-10-18 16:14:20.151000,59.83241,1.0,38.6238251,60.0,,,,,,,,,1.0
2015-10-18 16:44:35.856002,59.915215,1.0,40.195,60.0,,,,,,,,,1.0
2015-10-18 17:21:21.892013,59.99802,1.0,38.6578026,60.0,,,,,,,,,1.0
2015-10-18 18:27:22.686004,59.9915581,1.0,37.0241966,60.0,,,,,,,,,1.0
2015-10-18 19:16:19.230010,59.99788286,1.0,38.9059525,60.0,,,,,,,,,1.0
2015-10-18 20:05:41.426010,60.004207619999995,1.0,37.4259567,60.0,,,,,,,,,1.0
2015-10-18 21:09:35.414001,60.01053238,1.0,36.6469536,60.0,,,,,,,,,1.0
2015-10-18 21:48:03.041000,60.01685714,1.0,37.6959,60.0,,,,,,,,,1.0
2015-10-18 22:26:40.663009,60.0231819,1.0,37.213871125,60.0,,,,,,,,,1.0
2015-10-18 23:07:25.106002,60.0064888,1.0,36.73184225,60.0,,,,,,,,,1.0
2015-10-19 00:25:31.266006,59.9897957,1.0,37.778373825,60.0,,,,,,,,,1.0
2015-10-19 01:16:34.406005,60.14604,1.0,38.8249054,60.0,,,,,,,,,1.0
2015-10-19 02:01:32.481002,60.160205000000005,1.0,38.98862885,60.0,,,,,,,,,1.0
2015-10-19 03:17:21.532012,60.17437,1.0,36.8742752,60.0,,,,,,,,,1.0
2015-10-19 04:21:22.933013,60.0350266,1.0,37.608148925,60.0,,,,,,,,,1.0
2015-10-19 04:59:38.085006,59.970581100000004,1.0,38.342022650000004,60.0,,,,,,,,,1.0
2015-10-19 06:22:28.232009,59.9061356,1.0,37.363281325,60.0,,,,,,,,,1.0
2015-10-19 07:03:27.895004,60.01496636666666,1.0,36.38454,60.0,,,,,,,,,1.0
2015-10-19 07:55:16.663009,60.12379713333333,1.0,37.92969515,60.0,,,,,,,,,1.0
2015-10-19 09:39:50.128005,60.2326279,1.0,36.40966,60.0,,,,,,,,,1.0
2015-10-19 10:16:24.211013,60.41216526666666,1.0,40.0173569,60.0,,,,,,,,,1.0
2015-10-19 10:48:43.392013,60.591702633333334,1.0,36.523785000000004,60.0,,,,,,,,,1.0
2015-10-19 11:58:27.404006,60.77124,1.0,37.37180291666667,60.0,,,,,,,,,1.0
2015-10-19 12:40:58.322006,59.8732071,1.0,38.21982083333333,60.0,,,,,,,,,1.0
2015-10-19 13:13:25.113006,60.0603161,1.0,39.06783875,60.0,,,,,,,,,1.0
2015-10-19 13:46:59.184005,60.2474251,1.0,39.91585666666666,60.0,,,,,,,,,1.0
2015-10-19 14:24:41.083999,60.39112,1.0,40.628466599999996,60.0,,,,,,,,,1.0
2015-10-19 15:07:53.115005,59.97428,1.0,41.341076533333336,60.0,,,,,,,,,1.0
2015-10-19 16:10:25.916000,60.0374616,1.0,42.05368646666667,60.0,,,,,,,,,1.0
2015-10-19 16:52:26.645004,60.1006432,1.0,42.7662964,60.0,,,,,,,,,1.0
2015-10-19 17:32:30.560012,59.24534,1.0,39.2742232,60.0,,,,,,,,,1.0
2015-10-19 18:39:07.333007,59.48592685,1.0,35.78215,60.0,,,,,,,,,1.0
2015-10-19 19:35:29.979003,59.7265137,1.0,37.775098799999995,60.0,,,,,,,,,1.0
2015-10-19 20:07:26.736999,59.96710055,1.0,37.75338489999999,60.0,,,,,,,,,1.0
2015-10-19 21:56:49.599014,60.2076874,1.0,37.731671,60.0,,,,,,,,,1.0
2015-10-19 22:33:20.494003,59.9744549,1.0,37.7099571,60.0,,,,,,,,,1.0
2015-10-19 23:04:27.540008,59.7412224,1.0,39.243083549999994,60.0,,,,,,,,,1.0
2015-10-19 23:55:09.616012,59.5079899,1.0,40.77621,60.0,,,,,,,,,1.0
2015-10-20 00:45:17.055007,59.2747574,1.0,37.173110550000004,60.0,,,,,,,,,1.0
2015-10-20 01:24:09.928009,59.6887321,1.0,33.5700111,60.0,,,,,,,,,1.0
2015-10-20 02:01:28.342010,59.44688105,1.0,32.9184125,60.0,,,,,,,,,1.0
2015-10-20 02:52:55.053009,59.20503,1.0,32.2668139,60.0,,,,,,,,,1.0
2015-10-20 03:32:48.760009,59.50674153333333,1.0,31.6152153,60.0,,,,,,,,,1.0
2015-10-20 04:15:50.123001,59.808453066666665,1.0,32.3261579,60.0,,,,,,,,,1.0
2015-10-20 04:52:26.180007,60.1101646,1.0,32.9978873,60.0,,,,,,,,,1.0
2015-10-20 05:45:25.953002,59.954567,1.0,33.6696167,60.0,,,,,,,,,1.0
2015-10-20 06:51:52.208007,60.0982742,1.0,33.342423350000004,60.0,,,,,,,,,1.0
2015-10-20 07:22:33.142013,60.03761613333333,1.0,33.01523,60.0,,,,,,,,,1.0
2015-10-20 07:56:29.745010,59.97695806666667,1.0,33.14796333333334,60.0,,,,,,,,,1.0
2015-10-20 08:51:33.354003,59.9163,1.0,33.28069666666667,60.0,,,,,,,,,1.0
2015-10-20 09:51:24.036010,59.89643,1.0,33.413430000000005,60.0,,,,,,,,,1.0
2015-10-20 10:50:34.052001,60.08772,1.0,33.54616333333333,60.0,,,,,,,,,1.0
2015-10-20 11:44:29.741012,60.3173065,1.0,33.67889666666667,60.0,,,,,,,,,1.0
2015-10-20 12:18:38.635009,60.18758295,1.0,33.81163,60.0,,,,,,,,,1.0
2015-10-20 12:52:30.805007,60.0578594,1.0,32.76513085,60.0,,,,,,,,,1.0
2015-10-20 13:24:34.323013,59.928135850000004,1.0,31.7186317,60.0,,,,,,,,,1.0
2015-10-20 14:33:42.930999,59.7984123,1.0,33.6636,60.0,,,,,,,,,1.0
2015-10-20 15:49:31.607009,59.8155,1.0,31.6630554,60.0,,,,,,,,,1.0
2015-10-20 16:29:35.991012,60.5329056,1.0,36.8286527,60.0,,,,,,,,,1.0
2015-10-20 18:05:26.997009,61.654007,1.0,41.99425,60.0,,,,,,,,,1.0
2015-10-20 18:46:32.510009,59.1549454,1.0,36.5819343,60.0,,,,,,,,,1.0
2015-10-20 19:45:32.744003,59.962524450000004,1.0,31.1696186,60.0,,,,,,,,,1.0
2015-10-20 20:41:18.846008,60.7701035,1.0,33.50854366666667,60.0,,,,,,,,,1.0
2015-10-20 21:21:12.583007,60.14229645,1.0,35.847468733333336,60.0,,,,,,,,,1.0
2015-10-20 21:54:45.945007,59.6666222,1.0,38.186393800000005,60.0,,,,,,,,,1.0
2015-10-20 22:35:20.231002,59.44465,1.0,35.487236,60.0,,,,,,,,,1.0
2015-10-20 23:12:21.619003,61.41214,1.0,38.39756585000001,60.0,,,,,,,,,1.0
2015-10-21 00:41:33.801010,60.52245,1.0,41.3078957,60.0,,,,,,,,,1.0
2015-10-21 01:12:28.174011,59.3432465,1.0,39.24416785,60.0,,,,,,,,,1.0
2015-10-21 02:16:47.670013,60.7813377,1.0,37.18044,60.0,,,,,,,,,1.0
2015-10-21 03:32:46.861999,60.2010422,1.0,38.09144,60.0,,,,,,,,,1.0
2015-10-21 04:07:05.957000,59.8756447,1.0,39.00244,60.0,,,,,,,,,1.0
2015-10-21 04:37:34.938003,60.188304900000006,1.0,39.91344,60.0,,,,,,,,,1.0
2015-10-21 05:46:04.716003,60.5009651,1.0,40.82444,60.0,,,,,,,,,1.0
2015-10-21 06:35:35.537002,60.06304755,1.0,35.8131523,60.0,,,,,,,,,1.0
2015-10-21 07:32:14.968002,59.62513,1.0,35.2436,60.0,,,,,,,,,1.0
2015-10-21 08:54:14.861999,59.956863625,1.0,39.18525,60.0,,,,,,,,,1.0
2015-10-21 09:33:36.003005,60.288597249999995,1.0,38.61968425,60.0,,,,,,,,,1.0
2015-10-21 10:32:36.337005,60.620330875,1.0,38.9034805,60.0,,,,,,,,,1.0
2015-10-21 11:37:17.422012,60.9520645,1.0,39.18727675,60.0,,,,,,,,,1.0
2015-10-21 12:29:36.551010,60.0875168,1.0,39.471073000000004,60.0,,,,,,,,,1.0
2015-10-21 13:29:37.139007,60.471103400000004,1.0,41.7186665,60.0,,,,,,,,,1.0
2015-10-21 14:35:43.699005,60.85469,1.0,43.96626,60.0,,,,,,,,,1.0
2015-10-21 15:16:17.985000,59.82894,1.0,40.67903,60.0,,,,,,,,,1.0
2015-10-21 15:47:59.832015,60.0941734,1.0,42.1636237375,60.0,,,,,,,,,1.0
2015-10-21 16:27:37.623001,61.2284241,1.0,43.648217474999996,60.0,,,,,,,,,1.0
2015-10-21 17:12:01.008010,58.9756126,1.0,45.1328112125,60.0,,,,,,,,,1.0
2015-10-21 18:17:26.362014,60.1036835,1.0,46.61740495,60.0,,,,,,,,,1.0
2015-10-21 18:50:29.290008,59.7992325,1.0,45.077684425,60.0,,,,,,,,,1.0
2015-10-21 19:58:11.596008,60.13152625,1.0,43.5379639,60.0,,,,,,,,,1.0
2015-10-21 20:39:56.980010,60.46382,1.0,44.5049839,60.0,,,,,,,,,1.0
2015-10-21 21:15:32.075012,60.184537199999994,1.0,45.4720039,60.0,,,,,,,,,1.0
2015-10-21 22:02:26.667007,59.9052544,1.0,47.482612599999996,60.0,,,,,,,,,1.0
2015-10-21 23:01:41.815002,60.6223373,1.0,49.4932213,60.0,,,,,,,,,1.0
2015-10-21 23:38:07.569000,60.548723833333334,1.0,51.50383,60.0,,,,,,,,,1.0
2015-10-22 00:08:48.697006,60.47511036666666,1.0,51.078445450000004,60.0,,,,,,,,,1.0
2015-10-22 00:43:23.027008,60.4014969,1.0,52.19302,60.0,,,,,,,,,1.0
2015-10-22 01:54:28.627014,59.66502,1.0,49.0944329,60.0,,,,,,,,,1.0
2015-10-22 02:47:23.343002,59.8334579,1.0,45.9958458,60.0,,,,,,,,,1.0
2015-10-22 03:17:23.775009,59.7883504,1.0,46.077652,60.0,,,,,,,,,1.0
2015-10-22 03:55:36.067001,59.7432429,1.0,46.4280853,60.0,,,,,,,,,1.0
2015-10-22 05:08:22.596008,59.6981354,1.0,43.1574554,60.0,,,,,,,,,1.0
2015-10-22 06:02:08.122009,59.90765126666667,1.0,46.0213275,60.0,,,,,,,,,1.0
2015-10-22 06:40:10.164001,60.11716713333333,1.0,47.0098267,60.0,,,,,,,,,1.0
2015-10-22 07:37:08.412002,60.326683,1.0,43.9838943,60.0,,,,,,,,,1.0
2015-10-22 08:12:41.771011,60.117775333333334,1.0,44.89034745,60.0,,,,,,,,,1.0
2015-10-22 08:53:17.761001,59.908867666666666,1.0,45.7968006,60.0,,,,,,,,,1.0
2015-10-22 09:27:21.652008,59.69996,1.0,44.750810887499995,60.0,,,,,,,,,1.0
2015-10-22 10:17:54.357009,59.94307,1.0,43.704821175,60.0,,,,,,,,,1.0
2015-10-22 11:09:42.351013,59.964150000000004,1.0,42.658831462500004,60.0,,,,,,,,,1.0
2015-10-22 11:46:44.545013,59.98523,1.0,41.61284175,60.0,,,,,,,,,1.0
2015-10-22 12:59:41.225006,60.8644066,1.0,42.3249845,60.0,,,,,,,,,1.0
2015-10-22 14:01:18.351013,58.8766937,1.0,43.03712725,60.0,,,,,,,,,1.0
2015-10-22 14:45:56.606002,60.9391479,1.0,43.749269999999996,60.0,,,,,,,,,1.0
2015-10-22 15:17:18.199005,60.2913,1.0,44.91549,60.0,,,,,,,,,1.0
2015-10-22 16:20:57.489013,59.7712021,1.0,46.08171,60.0,,,,,,,,,1.0
2015-10-22 17:03:43.956008,59.949867266666665,1.0,47.24793,60.0,,,,,,,,,1.0
2015-10-22 17:45:24.418014,60.12853243333333,1.0,48.41415,60.0,,,,,,,,,1.0
2015-10-22 18:55:13.497009,60.3071976,1.0,49.19079385,60.0,,,,,,,,,1.0
2015-10-22 19:33:51.170013,59.8770238,1.0,49.9674377,60.0,,,,,,,,,1.0
2015-10-22 20:07:39.726013,59.44685,1.0,45.47913,60.0,,,,,,,,,1.0
2015-10-22 20:39:46.869003,59.66796695,1.0,45.37347,60.0,,,,,,,,,1.0
2015-10-22 21:24:40.444000,59.8890839,1.0,46.08976725,60.0,,,,,,,,,1.0
2015-10-22 22:57:45.367004,60.09742,1.0,46.8060645,60.0,,,,,,,,,1.0
2015-10-22 23:30:11.620010,59.78166,1.0,47.52236175,60.0,,,,,,,,,1.0
2015-10-23 00:08:29.007003,59.815815,1.0,47.992008225,60.0,,,,,,,,,1.0
2015-10-23 01:04:26.385009,60.24741,1.0,48.4616547,60.0,,,,,,,,,1.0
2015-10-23 01:40:01.517013,59.851162,1.0,47.32577515,60.0,,,,,,,,,1.0
2015-10-23 02:31:35.065002,60.203743,1.0,46.1898956,60.0,,,,,,,,,1.0
2015-10-23 03:13:45.655014,60.02655,1.0,45.5913353,60.0,,,,,,,,,1.0
2015-10-23 03:49:51.257003,60.3878822,1.0,48.88632265,60.0,,,,,,,,,1.0
2015-10-23 04:27:28.088012,60.00417325,1.0,52.18131,60.0,,,,,,,,,1.0
2015-10-23 05:00:56.347015,59.6204643,1.0,51.004670000000004,60.0,,,,,,,,,1.0
2015-10-23 05:31:47.392013,59.9433384,1.0,49.82803,60.0,,,,,,,,,1.0
2015-10-23 07:15:14.933013,60.2662125,1.0,49.564971666666665,60.0,,,,,,,,,1.0
2015-10-23 07:47:27.239013,59.70368,1.0,49.30191333333333,60.0,,,,,,,,,1.0
2015-10-23 08:18:33.597000,59.656670866666666,1.0,49.038855,60.0,,,,,,,,,1.0
2015-10-23 08:48:47.780014,59.60966173333333,1.0,48.243654,60.0,,,,,,,,,1.0
2015-10-23 09:41:03.925003,59.5626526,1.0,47.448453,60.0,,,,,,,,,1.0
2015-10-23 10:12:50.776000,60.0963936,1.0,46.653251999999995,60.0,,,,,,,,,1.0
2015-10-23 10:46:48.348007,60.00149906666667,1.0,45.858050999999996,60.0,,,,,,,,,1.0
2015-10-23 11:21:44.002014,59.90660453333333,1.0,45.06285,60.0,,,,,,,,,1.0
2015-10-23 11:53:20.706008,59.81171,1.0,44.68674,60.0,,,,,,,,,1.0
2015-10-23 12:25:02.535003,59.7498779,1.0,44.31063,60.0,,,,,,,,,1.0
2015-10-23 12:58:25.892013,59.86221,1.0,43.93452,60.0,,,,,,,,,1.0
2015-10-23 13:44:48.822006,59.89496,1.0,43.55841,60.0,,,,,,,,,1.0
2015-10-23 14:15:56.305007,59.92771,1.0,43.385223800000006,60.0,,,,,,,,,1.0
2015-10-23 15:08:10.534011,59.879655,1.0,46.3944168,60.0,,,,,,,,,1.0
2015-10-23 16:07:10.408004,59.8316,1.0,45.5699551,60.0,,,,,,,,,1.0
2015-10-23 16:41:49.624008,59.8039321,1.0,44.7454934,60.0,,,,,,,,,1.0
2015-10-23 17:19:11.341003,59.7762642,1.0,43.9210317,60.0,,,,,,,,,1.0
2015-10-23 19:11:57.795013,59.9849453,1.0,43.09657,60.0,,,,,,,,,1.0
2015-10-23 19:58:52.450012,60.1936264,1.0,45.207755000000006,60.0,,,,,,,,,1.0
2015-10-23 20:37:50.761001,59.8306732,1.0,43.572928850000004,60.0,,,,,,,,,1.0
2015-10-23 21:49:20.926010,60.20336,1.0,41.9381027,60.0,,,,,,,,,1.0
2015-10-23 22:36:51.018005,59.959270000000004,1.0,42.98885343333333,60.0,,,,,,,,,1.0
2015-10-23 23:35:51.256011,59.71518,1.0,44.03960416666667,60.0,,,,,,,,,1.0
2015-10-24 00:12:21.891006,59.939325,1.0,45.0903549,60.0,,,,,,,,,1.0
2015-10-24 00:42:47.621002,60.16347,1.0,44.34458192,60.0,,,,,,,,,1.0
2015-10-24 01:33:51.824005,60.160823199999996,1.0,43.598808940000005,60.0,,,,,,,,,1.0
2015-10-24 02:09:05.720001,60.1581764,1.0,42.85303596,60.0,,,,,,,,,1.0
2015-10-24 02:40:42.361007,59.9188042,1.0,42.10726298,60.0,,,,,,,,,1.0
2015-10-24 03:14:41.090011,60.3298149,1.0,41.36149,60.0,,,,,,,,,1.0
2015-10-24 04:30:52.726013,59.8991,1.0,44.2674866,60.0,,,,,,,,,1.0
2015-10-24 05:13:31.646011,59.980885,1.0,42.41699,60.0,,,,,,,,,1.0
2015-10-24 07:14:29.023010,60.06267,1.0,46.152153,60.0,,,,,,,,,1.0
2015-10-24 07:47:21.800003,59.99458333333333,1.0,43.8279457,60.0,,,,,,,,,1.0
2015-10-24 08:27:53.446014,59.926496666666665,1.0,43.260736449999996,60.0,,,,,,,,,1.0
2015-10-24 09:58:39.343002,59.85841,1.0,42.6935272,60.0,,,,,,,,,1.0
2015-10-24 10:32:07.633010,60.2718925,1.0,45.28707125,60.0,,,,,,,,,1.0
2015-10-24 11:24:54.348007,59.926351249999996,1.0,45.8325009375,60.0,,,,,,,,,1.0
2015-10-24 12:51:51.350006,59.58081,1.0,46.377930625,60.0,,,,,,,,,1.0
2015-10-24 13:22:54.817001,61.7657547,1.0,46.923360312499995,60.0,,,,,,,,,1.0
2015-10-24 13:59:18.983001,60.0609856,1.0,47.46879,60.0,,,,,,,,,1.0
2015-10-24 14:47:04.376007,59.2096024,1.0,43.59675,60.0,,,,,,,,,1.0
2015-10-24 15:43:57.414001,59.60351945,1.0,39.72471,60.0,,,,,,,,,1.0
2015-10-24 16:16:50.347015,59.9974365,1.0,40.271244,60.0,,,,,,,,,1.0
2015-10-24 17:01:48.795013,59.78145,1.0,37.53435,60.0,,,,,,,,,1.0
2015-10-24 17:32:29.792007,60.2744865,1.0,38.10812416666667,60.0,,,,,,,,,1.0
2015-10-24 18:20:35.442001,59.5980949,1.0,38.681898333333336,60.0,,,,,,,,,1.0
2015-10-24 19:17:56.201004,60.0831375,1.0,39.2556725,60.0,,,,,,,,,1.0
2015-10-24 20:09:07.388000,59.973441666666666,1.0,38.3095741,60.0,,,,,,,,,1.0
2015-10-24 20:46:44.059005,59.86374583333333,1.0,40.4221573,60.0,,,,,,,,,1.0
2015-10-24 22:05:56.030014,59.75405,1.0,38.9291082,60.0,,,,,,,,,1.0
2015-10-24 23:05:01.020004,60.5016136,1.0,37.4360591,60.0,,,,,,,,,1.0
2015-10-25 00:39:15.723007,60.35782496666667,1.0,35.94301,60.0,,,,,,,,,1.0
2015-10-25 01:11:57.906005,60.21403633333333,1.0,37.037096,60.0,,,,,,,,,1.0
2015-10-25 01:52:12.655014,60.0702477,1.0,36.77566146666666,60.0,,,,,,,,,1.0
2015-10-25 02:38:51.877014,59.7105942,1.0,36.51422693333333,60.0,,,,,,,,,1.0
2015-10-25 03:28:28.955001,59.77298502857143,1.0,36.2527924,60.0,,,,,,,,,1.0
2015-10-25 04:09:58.385009,59.83537585714286,1.0,36.9207,60.0,,,,,,,,,1.0
2015-10-25 05:08:58.619003,59.89776668571429,1.0,37.2431,60.0,,,,,,,,,1.0
